SEX,GEO,AGE,N_CHILD,AGECHILD,ISCED11,TIME,Value,FlagandFootnotes
Total,Euro area (13 countries),From 15 to 64 years,2 children,Less than 6 years,All ISCED 2011 levels ,2013,:,
Total,Euro area (13 countries),From 15 to 64 years,2 children,Less than 6 years,All ISCED 2011 levels ,2014,:,
Total,Euro area (13 countries),From 15 to 64 years,2 children,Less than 6 years,All ISCED 2011 levels ,2015,:,
Total,Euro area (13 countries),From 15 to 64 years,2 children,From 6 to 11 years,All ISCED 2011 levels ,2013,:,
Total,Euro area (13 countries),From 15 to 64 years,2 children,From 6 to 11 years,All ISCED 2011 levels ,2014,:,
Total,Euro area (13 countries),From 15 to 64 years,2 children,From 6 to 11 years,All ISCED 2011 levels ,2015,:,
Total,Euro area (13 countries),From 15 to 64 years,2 children,12 years or over,All ISCED 2011 levels ,2013,:,
Total,Euro area (13 countries),From 15 to 64 years,2 children,12 years or over,All ISCED 2011 levels ,2014,:,
Total,Euro area (13 countries),From 15 to 64 years,2 children,12 years or over,All ISCED 2011 levels ,2015,:,
Total,Euro area (13 countries),From 15 to 64 years,3 children or more,Total,All ISCED 2011 levels ,2013,:,
Total,Euro area (13 countries),From 15 to 64 years,3 children or more,Total,All ISCED 2011 levels ,2014,:,
Total,Euro area (13 countries),From 15 to 64 years,3 children or more,Total,All ISCED 2011 levels ,2015,:,
Total,Euro area (13 countries),From 15 to 64 years,3 children or more,Less than 6 years,All ISCED 2011 levels ,2013,:,
Total,Euro area (13 countries),From 15 to 64 years,3 children or more,Less than 6 years,All ISCED 2011 levels ,2014,:,
Total,Euro area (13 countries),From 15 to 64 years,3 children or more,Less than 6 years,All ISCED 2011 levels ,2015,:,
Total,Euro area (13 countries),From 15 to 64 years,3 children or more,From 6 to 11 years,All ISCED 2011 levels ,2013,:,
Total,Euro area (13 countries),From 15 to 64 years,3 children or more,From 6 to 11 years,All ISCED 2011 levels ,2014,:,
Total,Euro area (13 countries),From 15 to 64 years,3 children or more,From 6 to 11 years,All ISCED 2011 levels ,2015,:,
Total,Euro area (13 countries),From 15 to 64 years,3 children or more,12 years or over,All ISCED 2011 levels ,2013,:,
Total,Euro area (13 countries),From 15 to 64 years,3 children or more,12 years or over,All ISCED 2011 levels ,2014,:,
Total,Euro area (13 countries),From 15 to 64 years,3 children or more,12 years or over,All ISCED 2011 levels ,2015,:,
Males,European Union (28 countries),From 15 to 64 years,Total,Total,All ISCED 2011 levels ,2013,75.7,
Males,European Union (28 countries),From 15 to 64 years,Total,Total,All ISCED 2011 levels ,2014,76.4,b
Males,European Union (28 countries),From 15 to 64 years,Total,Total,All ISCED 2011 levels ,2015,77.1,
Males,European Union (28 countries),From 15 to 64 years,Total,Less than 6 years,All ISCED 2011 levels ,2013,85.5,
Males,European Union (28 countries),From 15 to 64 years,Total,Less than 6 years,All ISCED 2011 levels ,2014,86.5,b
Males,European Union (28 countries),From 15 to 64 years,Total,Less than 6 years,All ISCED 2011 levels ,2015,87.3,
Males,European Union (28 countries),From 15 to 64 years,Total,From 6 to 11 years,All ISCED 2011 levels ,2013,85.5,
Males,European Union (28 countries),From 15 to 64 years,Total,From 6 to 11 years,All ISCED 2011 levels ,2014,86.1,b
Males,European Union (28 countries),From 15 to 64 years,Total,From 6 to 11 years,All ISCED 2011 levels ,2015,86.5,
Males,European Union (28 countries),From 15 to 64 years,Total,12 years or over,All ISCED 2011 levels ,2013,80.8,
Males,European Union (28 countries),From 15 to 64 years,Total,12 years or over,All ISCED 2011 levels ,2014,81.4,b
Males,European Union (28 countries),From 15 to 64 years,Total,12 years or over,All ISCED 2011 levels ,2015,82.1,
Males,European Union (28 countries),From 15 to 64 years,No children,Total,All ISCED 2011 levels ,2013,70,
Males,European Union (28 countries),From 15 to 64 years,No children,Total,All ISCED 2011 levels ,2014,70.6,b
Males,European Union (28 countries),From 15 to 64 years,No children,Total,All ISCED 2011 levels ,2015,71.5,
Males,European Union (28 countries),From 15 to 64 years,No children,Less than 6 years,All ISCED 2011 levels ,2013,:,
Males,European Union (28 countries),From 15 to 64 years,No children,Less than 6 years,All ISCED 2011 levels ,2014,:,
Males,European Union (28 countries),From 15 to 64 years,No children,Less than 6 years,All ISCED 2011 levels ,2015,:,
Males,European Union (28 countries),From 15 to 64 years,No children,From 6 to 11 years,All ISCED 2011 levels ,2013,:,
Males,European Union (28 countries),From 15 to 64 years,No children,From 6 to 11 years,All ISCED 2011 levels ,2014,:,
Males,European Union (28 countries),From 15 to 64 years,No children,From 6 to 11 years,All ISCED 2011 levels ,2015,:,
Males,European Union (28 countries),From 15 to 64 years,No children,12 years or over,All ISCED 2011 levels ,2013,:,
Males,European Union (28 countries),From 15 to 64 years,No children,12 years or over,All ISCED 2011 levels ,2014,:,
Males,European Union (28 countries),From 15 to 64 years,No children,12 years or over,All ISCED 2011 levels ,2015,:,
Males,European Union (28 countries),From 15 to 64 years,1 child,Total,All ISCED 2011 levels ,2013,81.7,
Males,European Union (28 countries),From 15 to 64 years,1 child,Total,All ISCED 2011 levels ,2014,82.5,b
Males,European Union (28 countries),From 15 to 64 years,1 child,Total,All ISCED 2011 levels ,2015,83.2,
Males,European Union (28 countries),From 15 to 64 years,1 child,Less than 6 years,All ISCED 2011 levels ,2013,86.1,
Males,European Union (28 countries),From 15 to 64 years,1 child,Less than 6 years,All ISCED 2011 levels ,2014,87,b
Males,European Union (28 countries),From 15 to 64 years,1 child,Less than 6 years,All ISCED 2011 levels ,2015,88.2,
Males,European Union (28 countries),From 15 to 64 years,1 child,From 6 to 11 years,All ISCED 2011 levels ,2013,83.5,
Males,European Union (28 countries),From 15 to 64 years,1 child,From 6 to 11 years,All ISCED 2011 levels ,2014,83.7,b
Males,European Union (28 countries),From 15 to 64 years,1 child,From 6 to 11 years,All ISCED 2011 levels ,2015,84.1,
Males,European Union (28 countries),From 15 to 64 years,1 child,12 years or over,All ISCED 2011 levels ,2013,78.4,
Males,European Union (28 countries),From 15 to 64 years,1 child,12 years or over,All ISCED 2011 levels ,2014,79.1,b
Males,European Union (28 countries),From 15 to 64 years,1 child,12 years or over,All ISCED 2011 levels ,2015,79.7,
Males,European Union (28 countries),From 15 to 64 years,2 children,Total,All ISCED 2011 levels ,2013,86.9,
Males,European Union (28 countries),From 15 to 64 years,2 children,Total,All ISCED 2011 levels ,2014,87.7,b
Males,European Union (28 countries),From 15 to 64 years,2 children,Total,All ISCED 2011 levels ,2015,88.6,
Males,European Union (28 countries),From 15 to 64 years,2 children,Less than 6 years,All ISCED 2011 levels ,2013,87.2,
Males,European Union (28 countries),From 15 to 64 years,2 children,Less than 6 years,All ISCED 2011 levels ,2014,88.1,b
Males,European Union (28 countries),From 15 to 64 years,2 children,Less than 6 years,All ISCED 2011 levels ,2015,89.1,
Males,European Union (28 countries),From 15 to 64 years,2 children,From 6 to 11 years,All ISCED 2011 levels ,2013,87.5,
Males,European Union (28 countries),From 15 to 64 years,2 children,From 6 to 11 years,All ISCED 2011 levels ,2014,88.3,b
Males,European Union (28 countries),From 15 to 64 years,2 children,From 6 to 11 years,All ISCED 2011 levels ,2015,88.9,
Males,European Union (28 countries),From 15 to 64 years,2 children,12 years or over,All ISCED 2011 levels ,2013,85.8,
Males,European Union (28 countries),From 15 to 64 years,2 children,12 years or over,All ISCED 2011 levels ,2014,86.3,b
Males,European Union (28 countries),From 15 to 64 years,2 children,12 years or over,All ISCED 2011 levels ,2015,87.3,
Males,European Union (28 countries),From 15 to 64 years,3 children or more,Total,All ISCED 2011 levels ,2013,81.8,
Males,European Union (28 countries),From 15 to 64 years,3 children or more,Total,All ISCED 2011 levels ,2014,83.1,b
Males,European Union (28 countries),From 15 to 64 years,3 children or more,Total,All ISCED 2011 levels ,2015,82.7,
Males,European Union (28 countries),From 15 to 64 years,3 children or more,Less than 6 years,All ISCED 2011 levels ,2013,80.4,
Males,European Union (28 countries),From 15 to 64 years,3 children or more,Less than 6 years,All ISCED 2011 levels ,2014,82.1,b
Males,European Union (28 countries),From 15 to 64 years,3 children or more,Less than 6 years,All ISCED 2011 levels ,2015,81.4,
Males,European Union (28 countries),From 15 to 64 years,3 children or more,From 6 to 11 years,All ISCED 2011 levels ,2013,83.6,
Males,European Union (28 countries),From 15 to 64 years,3 children or more,From 6 to 11 years,All ISCED 2011 levels ,2014,84.5,b
Males,European Union (28 countries),From 15 to 64 years,3 children or more,From 6 to 11 years,All ISCED 2011 levels ,2015,84.3,
Males,European Union (28 countries),From 15 to 64 years,3 children or more,12 years or over,All ISCED 2011 levels ,2013,83.7,
Males,European Union (28 countries),From 15 to 64 years,3 children or more,12 years or over,All ISCED 2011 levels ,2014,83.7,b
Males,European Union (28 countries),From 15 to 64 years,3 children or more,12 years or over,All ISCED 2011 levels ,2015,84.8,
Males,European Union (27 countries),From 15 to 64 years,Total,Total,All ISCED 2011 levels ,2013,75.8,
Males,European Union (27 countries),From 15 to 64 years,Total,Total,All ISCED 2011 levels ,2014,76.5,b
Males,European Union (27 countries),From 15 to 64 years,Total,Total,All ISCED 2011 levels ,2015,77.2,
Males,European Union (27 countries),From 15 to 64 years,Total,Less than 6 years,All ISCED 2011 levels ,2013,85.6,
Males,European Union (27 countries),From 15 to 64 years,Total,Less than 6 years,All ISCED 2011 levels ,2014,86.6,b
Males,European Union (27 countries),From 15 to 64 years,Total,Less than 6 years,All ISCED 2011 levels ,2015,87.4,
Males,European Union (27 countries),From 15 to 64 years,Total,From 6 to 11 years,All ISCED 2011 levels ,2013,85.6,
Males,European Union (27 countries),From 15 to 64 years,Total,From 6 to 11 years,All ISCED 2011 levels ,2014,86.2,b
Males,European Union (27 countries),From 15 to 64 years,Total,From 6 to 11 years,All ISCED 2011 levels ,2015,86.5,
Males,European Union (27 countries),From 15 to 64 years,Total,12 years or over,All ISCED 2011 levels ,2013,80.9,
Males,European Union (27 countries),From 15 to 64 years,Total,12 years or over,All ISCED 2011 levels ,2014,81.6,b
Males,European Union (27 countries),From 15 to 64 years,Total,12 years or over,All ISCED 2011 levels ,2015,82.3,
Males,European Union (27 countries),From 15 to 64 years,No children,Total,All ISCED 2011 levels ,2013,70.1,
Males,European Union (27 countries),From 15 to 64 years,No children,Total,All ISCED 2011 levels ,2014,70.7,b
Males,European Union (27 countries),From 15 to 64 years,No children,Total,All ISCED 2011 levels ,2015,71.6,
Males,European Union (27 countries),From 15 to 64 years,No children,Less than 6 years,All ISCED 2011 levels ,2013,:,
Males,European Union (27 countries),From 15 to 64 years,No children,Less than 6 years,All ISCED 2011 levels ,2014,:,
Males,European Union (27 countries),From 15 to 64 years,No children,Less than 6 years,All ISCED 2011 levels ,2015,:,
Males,European Union (27 countries),From 15 to 64 years,No children,From 6 to 11 years,All ISCED 2011 levels ,2013,:,
Males,European Union (27 countries),From 15 to 64 years,No children,From 6 to 11 years,All ISCED 2011 levels ,2014,:,
Males,European Union (27 countries),From 15 to 64 years,No children,From 6 to 11 years,All ISCED 2011 levels ,2015,:,
Males,European Union (27 countries),From 15 to 64 years,No children,12 years or over,All ISCED 2011 levels ,2013,:,
Males,European Union (27 countries),From 15 to 64 years,No children,12 years or over,All ISCED 2011 levels ,2014,:,
Males,European Union (27 countries),From 15 to 64 years,No children,12 years or over,All ISCED 2011 levels ,2015,:,
Males,European Union (27 countries),From 15 to 64 years,1 child,Total,All ISCED 2011 levels ,2013,81.9,
Males,European Union (27 countries),From 15 to 64 years,1 child,Total,All ISCED 2011 levels ,2014,82.6,b
Males,European Union (27 countries),From 15 to 64 years,1 child,Total,All ISCED 2011 levels ,2015,83.3,
Males,European Union (27 countries),From 15 to 64 years,1 child,Less than 6 years,All ISCED 2011 levels ,2013,86.1,
Males,European Union (27 countries),From 15 to 64 years,1 child,Less than 6 years,All ISCED 2011 levels ,2014,87.1,b
Males,European Union (27 countries),From 15 to 64 years,1 child,Less than 6 years,All ISCED 2011 levels ,2015,88.2,
Males,European Union (27 countries),From 15 to 64 years,1 child,From 6 to 11 years,All ISCED 2011 levels ,2013,83.6,
Males,European Union (27 countries),From 15 to 64 years,1 child,From 6 to 11 years,All ISCED 2011 levels ,2014,83.8,b
Males,European Union (27 countries),From 15 to 64 years,1 child,From 6 to 11 years,All ISCED 2011 levels ,2015,84.1,
Males,European Union (27 countries),From 15 to 64 years,1 child,12 years or over,All ISCED 2011 levels ,2013,78.5,
Males,European Union (27 countries),From 15 to 64 years,1 child,12 years or over,All ISCED 2011 levels ,2014,79.3,b
Males,European Union (27 countries),From 15 to 64 years,1 child,12 years or over,All ISCED 2011 levels ,2015,79.8,
Males,European Union (27 countries),From 15 to 64 years,2 children,Total,All ISCED 2011 levels ,2013,87,
Males,European Union (27 countries),From 15 to 64 years,2 children,Total,All ISCED 2011 levels ,2014,87.8,b
Males,European Union (27 countries),From 15 to 64 years,2 children,Total,All ISCED 2011 levels ,2015,88.7,
Males,European Union (27 countries),From 15 to 64 years,2 children,Less than 6 years,All ISCED 2011 levels ,2013,87.3,
Males,European Union (27 countries),From 15 to 64 years,2 children,Less than 6 years,All ISCED 2011 levels ,2014,88.1,b
Males,European Union (27 countries),From 15 to 64 years,2 children,Less than 6 years,All ISCED 2011 levels ,2015,89.2,
Males,European Union (27 countries),From 15 to 64 years,2 children,From 6 to 11 years,All ISCED 2011 levels ,2013,87.6,
Males,European Union (27 countries),From 15 to 64 years,2 children,From 6 to 11 years,All ISCED 2011 levels ,2014,88.4,b
Males,European Union (27 countries),From 15 to 64 years,2 children,From 6 to 11 years,All ISCED 2011 levels ,2015,88.9,
Males,European Union (27 countries),From 15 to 64 years,2 children,12 years or over,All ISCED 2011 levels ,2013,86,
Males,European Union (27 countries),From 15 to 64 years,2 children,12 years or over,All ISCED 2011 levels ,2014,86.5,b
Males,European Union (27 countries),From 15 to 64 years,2 children,12 years or over,All ISCED 2011 levels ,2015,87.5,
Males,European Union (27 countries),From 15 to 64 years,3 children or more,Total,All ISCED 2011 levels ,2013,82,
Males,European Union (27 countries),From 15 to 64 years,3 children or more,Total,All ISCED 2011 levels ,2014,83.1,b
Males,European Union (27 countries),From 15 to 64 years,3 children or more,Total,All ISCED 2011 levels ,2015,82.9,
Males,European Union (27 countries),From 15 to 64 years,3 children or more,Less than 6 years,All ISCED 2011 levels ,2013,80.5,
Males,European Union (27 countries),From 15 to 64 years,3 children or more,Less than 6 years,All ISCED 2011 levels ,2014,82.2,b
Males,European Union (27 countries),From 15 to 64 years,3 children or more,Less than 6 years,All ISCED 2011 levels ,2015,81.5,
Males,European Union (27 countries),From 15 to 64 years,3 children or more,From 6 to 11 years,All ISCED 2011 levels ,2013,83.8,
Males,European Union (27 countries),From 15 to 64 years,3 children or more,From 6 to 11 years,All ISCED 2011 levels ,2014,84.6,b
Males,European Union (27 countries),From 15 to 64 years,3 children or more,From 6 to 11 years,All ISCED 2011 levels ,2015,84.4,
Males,European Union (27 countries),From 15 to 64 years,3 children or more,12 years or over,All ISCED 2011 levels ,2013,83.9,
Males,European Union (27 countries),From 15 to 64 years,3 children or more,12 years or over,All ISCED 2011 levels ,2014,83.8,b
Males,European Union (27 countries),From 15 to 64 years,3 children or more,12 years or over,All ISCED 2011 levels ,2015,84.9,
Males,European Union (15 countries),From 15 to 64 years,Total,Total,All ISCED 2011 levels ,2013,76.1,
Males,European Union (15 countries),From 15 to 64 years,Total,Total,All ISCED 2011 levels ,2014,76.6,b
Males,European Union (15 countries),From 15 to 64 years,Total,Total,All ISCED 2011 levels ,2015,77.2,
Males,European Union (15 countries),From 15 to 64 years,Total,Less than 6 years,All ISCED 2011 levels ,2013,85.8,
Males,European Union (15 countries),From 15 to 64 years,Total,Less than 6 years,All ISCED 2011 levels ,2014,86.7,b
Males,European Union (15 countries),From 15 to 64 years,Total,Less than 6 years,All ISCED 2011 levels ,2015,87.3,
Males,European Union (15 countries),From 15 to 64 years,Total,From 6 to 11 years,All ISCED 2011 levels ,2013,86.1,
Males,European Union (15 countries),From 15 to 64 years,Total,From 6 to 11 years,All ISCED 2011 levels ,2014,86.4,b
Males,European Union (15 countries),From 15 to 64 years,Total,From 6 to 11 years,All ISCED 2011 levels ,2015,86.6,
